id,st_address,ad_hist,ad_city,post_code,coords_lat,coords_long,description,more_info,prim_source,org_lcp,org_unia,org_iafe_iasb,org_wasu,org_wisu,org_apu,org_npu,org_cwa,org_csa,org_paf,day_month_yr,month_yr,year_first,year_last,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,single_event,mulltiple_events,citation,entrant,residential,res_cntry,social,political,discrimination,paid_work,black_org_hq,bombing,nightlife,civ_defence,evacuation,religious,education,immigration,us_military_hq,us_military_social,uk_govt_hq,uk_govt_social,other_govt,healthcare,arts ,sport,short_term_residence
l0191,,Student Movement House,London,WC1E 6AA,51.522913,-0.133357,"Site of Student Movement House, a residence for students in the Empire, which moved here on Gower Street from its previous location in Russell Square 1938.",https://sheroesofhistory.wordpress.com/2014/08/28/mary-trevelyan-1897-1983/,,,,,,,,,,,,,April.39,1939,1965,,,,,1,1,1,1,1,1,1,1,1,,,(Lee 2006: 22),WW 14/02/20,,,1,,,,,1,,,,,,,,,,,,,,,1
l0192,,Seymour Hall,London,W1H 5FP,51.518373,-0.163252,"Site of the 'British Empire Communist Parties Conference' in 1947, which Ghanaian activist and Commuist Party member Desmond Buckle attended. In his report to the 1947 conference Buckle linked the struggle against colonialism with the struggle against capitalism, arguing how: 'in the wartime mobilization of manpower and material resources of the colonies in East and West Africa and in the Caribbean, monopoly capital had been given scope to consolidate its strangle-hold and to extend its sphere of influence. . .  It would be of no benefit for a colony to acquire nominal independence which left the monopolies intact'; Also site of the 'World Federation Democratic Youth' conference in November 1945.",,,,,,,,,,,,,,,1947,1947,,,,,,,,,,,,,1,,,"(Adi 2006: 32) (Baltimore Afro American: November 17, 1945)","WW 17/02/20, OA 21/09/20",,,,1,,,,,,,,,,,,,,,,,,,
l0193,"St Peter's Church, Belsize Park",,London,NW3 4HJ,51.547638,-0.17156,"Site of the first West Indian Student's Conference in 1945. At this Conference, the West Indian Student's Union (WISU) was formed.",,,,,,,1,,,,,,,December.45,1945,1945,,,,,,,,,,,1,,,,,(Clover 2005: 6),WW 17/02/20,,,,1,,,,,,,,,,,,,,,,,,,
l0194,,Russian Dancing Academy,London,SW3 4NX,51.488977,-0.165641,"Site of the Russian Dancing Academy, where Jamaican choreographer Berto Pasuka studied during the Second World War.",,,,,,,,,,,,,,,1941,1946,,,,,,,1,1,1,1,1,1,,,,(Adair and Burt 2017),WW 17/02/20,,,,,,1,,,,,,,,,,,,,,,1,,
l0195,,Rainbow Corner Red Cross Club,London,W1D 7ED,51.510705,-0.134226,"Site of the American Red Cross Club in London during the Second World War, where African American volunteers worked. As its director noted: 'We were confronted with the task of turning a badly blitzed structure into a club edifice that would house 300 soldiers overnight and afford daily cafeteria and recreational facilities. All these things were to progress in direct proportion to the working relationship we could build up with the British public and their established agencies... The Red Cross Club which loomed at the outset in some American minds as an impossibility is now one of the best working organizations in Great Britain'.",http://www.303rdbg.com/pp-rainbowcorner.html,,,,,,,,,,,,,,1942,1946,,,,,,,,1,1,1,1,1,,,,(Goodman 1944: 4/11),WW 17/02/20,,,1,,,1,,1,,,,,,,,,,,,1,,,
l0196,68 East India Dock Road,,London,E14 6DF,51.511445,-0.01894,Site where twenty 'colonial' seamen met in 1935 to oppose the discriminatory British Shipping Subsidy Act and created the Coloured Seamen's Association (CSA).,,,,,,,,,,,1,,30/07/1935,July.35,1935,1935,1,,,,,,,,,,,,,,,(Høgsbjerg 2011),WW 17/02/20,,,,1,1,,,,,,,,,,,,,,,,,,
l0197,27 Belsize Road,Freedom Press Rooms,London,NW6 4RX,51.542707,-0.178011,"Site of the Freedom Press Rooms, where Barbadian sailor Chris Braitwaite (Jones) spoke about 'Colonial Blacks on the Move' in 1943.",,,,,,,,,,,1,,26/02/1943,February.43,1943,1943,,,,,,,,,1,,,,,,,(Høgsbjerg 2011),WW 17/02/20,,,,1,,,,,,,,,,,,,,,,,,,
l0198,High Leigh Conference Centre,,,,,,"Site of LCP conferences: see The Keys July 1933 for leads, and others for details",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l0199,,The Bouillabaisse Club,London,WC2H 8DF,51.514666,-0.128174,"Site of the Bouillabaisse Club, where black and white servicemen danced with women side-by-side during the war. ",http://news.bbc.co.uk/local/london/hi/people_and_places/history/newsid_9171000/9171130.stm,,,,,,,,,,,,,,1943,1945,,,,,,,,,1,1,1,,,,,(Phillips and Phillips 1998: 230),WW 18/02/20,,,1,,,,,,1,,,,,,,1,,,,,,,
l0200,21 Cromwell Road,,London,SW7 2EN,51.495421,-0.175309,Site where a 'private and unofficial' hostel stood for visiting colonial students for over two decades before closing in 1936.,,,,,,,,,,,,,,,1910,1936,1,1,,,,,,,,,,,,,,(Whittall 2011: 2011),WW 19/02/20,,,,,,,,,,,,,,,,,,,,,,,1
l0201,,White City Stadium,London,W12 7TS,51.513891,-0.226721,"Site of the White City Stadium in West London where New Jersey Sergeant Christopher Lipscombe beat white opponents to win a serivce track event. The caption below a picture of Lipscombe in the Baltimore Afro-American read: 'Sergeant Christopher Lipscombe of Plainsfield, NJ, duplicates the feats of colored GIs who have been winning in track and field championships in service meets in every section of the world'.",,Newspaper,,,,,,,,,,,,August.45,1945,1945,,,,,,,,,,,1,,,,,(BAA August 18 1945),WW 19/02/20,,,1,,,,,,,,,,,,,1,,,,,,,
l0202,,Liberty Club,London,WC1H 0HX,51.526663,-0.12966,"Site of the American Liberty Club, where African American soldiers relaxed and socialized during their free time. The Liberty Club was seen as a 'base' from where GIs could 'proceed on' to other places via train.",https://digicom.bpl.lib.me.us/cgi/viewcontent.cgi?article=1046&context=ww_reg_his,Newspaper,,,,,,,,,,,,,1944,1946,,,,,,,,,,1,1,1,,,,"(BAA April 29 1944), (Black 1947: 40)",WW 19/02/20,,,1,,,,,,,,,,,,,,,1,,,,,1
l0203,,King's Hall,London,E1 1RD,51.514834,-0.064155,"Site of the King's Hall, where a protest called by the Swaraj Freedom House against the use of Indian Troops in southeast Asia was attended by American pan-Africanist leader W.E.B. DuBois and Trinidadian activist George Padmore.",,,,,,,,,,,,,09/11/1945,November.45,1945,1945,,,,,,,,,,,1,,,,,(Sherwood 2017-18),WW 26/02/20,,,,1,,,,,,,,,,,,,,,,,,,
l0204,,Narod Press,London,WC2E 9HH,51.509823,-0.123533,"Site of the Narod Press, which printed various radical publications during the 1930s including the Trotskeyist journal 'Fight!' which was edited by Trinidadian Marxist C.L.R. James.",,,,,,,,,,,,,,,1936,1936,,1,,,,,,,,,,,,,,(Whittall 2011: 278),OA 12/03/20,,,,1,,,,,,,,,,,,,,,,,,,
l0205,,Curtis Green Building,London,SW1A 2JL,51.502789,-0.124192,"Site of the Metropolitan Police Headquarters and location of the Criminial Investigation Department (CID) school, where African American corporal Cleather H. Hathcock attended.",https://digicom.bpl.lib.me.us/cgi/viewcontent.cgi?article=1046&context=ww_reg_his,Memoire,,,,,,,,,,,,,1944,1945,,,,,,,,,,1,1,,,,,(Black 1947: 92),WW 13/03/20,,,,,,,,,,,,,1,,,,,,,,,,
l0206,71 Great Titchfield Street,,London,W1W 6RB,51.519221,-0.141017,"Site of the residence of E. Ita Ekpenyon, a Nigerian air raid warden who worked during the height of the Blitz.",http://westendatwar.org.uk/documents/E._Ita_Ekpenyon_download_version_.pdf,Memoire,,,,,,,,,,,,,1939,Unknown,,,,,1,1,1,1,1,,,,,,,(Ekpenyon 1943: 35),WW 13/03/20,1,,,,,,,,,,,,,,,,,,,,,,
l0207,128 Baker Street,,London,W1U 6UE,51.52171,-0.157149,"Site of public lectures to train new air raid wardens including Nigerian E. Ita Ekpenyon. Courses were offered which extended over a period of several weeks and covered a number of subjects, including general organisation of civil defence, incendiary bombs control, protection against high-explosive bombs, war gases and personal protection against gas, and elements of first aid.",http://westendatwar.org.uk/documents/E._Ita_Ekpenyon_download_version_.pdf,Memoire,,,,,,,,,,,,,1939,1940,,,,,1,1,,,,,,,,,,(Ekpenyon 1943: 9),WW 13/03/20,,,,,,,,,,1,,,1,,,,,,,,,,
l0208,,Colonial Office Welfare Department,London,W1K 2HX,51.508438,-0.126944,"Site of the temporary home of the Colonial Office Welfare Department, where black individiuals went to petition the government.",,Governmental ,,,,,,,,,,,,,1941,1947,,,,,,,1,1,1,1,1,1,1,,,(CO 876/57),WW 18/03/20,,,,,,,,,,,,,,,,,1,,,,,,
l0209,,Denison House,London,SW1V 2RS,51.490649,-0.133142,Site of the offices of the 'Welfare of Africans in Europe War Fund'.,,Governmental ,,,,,,,,,,,,,1943,1943,,,,,,,,,1,,,,,,,(CO 876/57),WW 18/03/20,,,,1,,,1,,,,,,,,,,,,,,,,
l0211,,36 Tavistock Square,London,WC1H 9EX,51.524457,-0.129349,"Site of an expansion 'annex' created to deal with an overflow of black residents from the crowded Colonial Centre. The site was chosen by Colonial Office officials in September 1943 and repaired in time for the 'Christmas rush', opening December 17.",,Governmental ,,,,,,,,,,,17/12/1943,December.43,1943,Unkown,,,,,,,,,1,1,1,,,,,(CO 876/63),WW 18/03/20,,,1,,,,,1,,,,,,,,,,,,,,,1
l0212,18 Woburn Square,,London,WC1H 0AA,51.52362,-0.12948,Site of a property visited by Colonial Office administrators as a possible site of expansion for the Colonial Centre. The place was turned down as there was a resident in the top floor and the Colonial Office frowned upon forced aquisitions,,Governmental ,,,,,,,,,,,,August.43,1943,1943,,,,,,,,,1,,,,,,,(CO 876/63),WW 19/03/20,,,,,,,,,,,,,,,,,,,,,,,1
l0213,,Church Missionary House,London,EC4Y 8AE,51.513549,-0.106644,"Site of Church Missionary House, where the Anglo-African society was founded to support black students and workers in Great Britain.",,Governmental ,,,,,,,,,,,,,1942,Unkown,,,,,,,,1,,,,,,,,(CO 876/57),WW 19/03/20,,,,,,,,,,,,1,,,,,,,,,,,
l0214,,H.Q.E.T.O. United States Army,London,W1K 6LE,51.512067,-0.152517,"Site of the Headquarters of the European Theatre of Operations of the U.S. army, where leader of League of Coloured Peoples (LCP), Harold Moody, was invited to discuss 'the League’s proposal to do something to help the Negro American troops'.",,Governmental ,,,,,,,,,,,,,1942,1942,,,,,,,,1,,,,,,,,(CO 859/80/10),WW 19/03/20,,,,,,,,,,,,,,,1,,,,,,,,
l0215,The Honourable Society of the Inner Temple,,London,EC4Y 7HL,51.512891,-0.109782,"Site of the Inner Temple, one of the four Inns of Court in London, where black students studied to become lawyers.",,Black Publication,,,,,,,,,,,,,1941,1942,,,,,,,1,1,,,,,,,,(CO 876/56),WW 23/03/20,,,,,,,,,,,,,1,,,,,,,,,,
l0216,,Prince of Wales Hospital,London,N15 4UB,51.586949,-0.070388,"Site of the Prince of Wales Hospital, where Kofoworola Abeni Pratt, who was later to become one of the first black NHS nurses, worked during the Second World War.",https://www.rcn.org.uk/news-and-events/blogs/kofoworola-abeni-pratt,Black Publication,,,,,,,,,,,,,1941,1942,,,,,,,1,1,,,,,,,,(CO 876/56),WW 23/03/20,,,,,,1,,,,,,,,,,,,,,1,,,
l0217,Walton Community Hospital,,Walton-on-Thames,KT12 3LD,51.380016,-0.406413,"Site of Walton Hospital, where black nurse Dolly Morgan worked during the Second World War.",,Black Publication,,,,,,,,,,,,,1941,1942,,,,,,,1,1,,,,,,,,(CO 876/56),WW 23/03/20,,,,,,1,,,,,,,,,,,,,,1,,,
l0218,Royal Hosital Chelsea,,London,SW3 4SR,51.487439,-0.158268,"Site of an assisted living home for pensioners, where black nurse Barbara Nicols worked during the Second World War.",,Black Publication,,,,,,,,,,,,,1941,1942,,,,,,,1,1,,,,,,,,(CO 876/56),WW 23/03/20,,,,,,1,,,,,,,,,,,,,,1,,,
l0220,42 Fitzalan Street,,London,SE11 6QT,51.494049,-0.114793,"Site of Len Bradbrook's house, a black Londoner who worked nearby at a local cinema and as an ARP warden during the war.",,1939 Register,,,,,,,,,,,,,1939,,,,,,1,,,,,,,,,,,(1939 Register: RG101/0339H/008/33),OA 27/03/20,1,,,,,,,,,,,,,,,,,,,,,,
l0221,15 Bruton Lane,,London,W1J 6JD,51.509818,-0.14409,"Site of the home of Bertram Hicks, a Trinidadian entrepreneur who owned the New Florida nightclub nearby.",,1939 Register,,,,,,,,,,,,,1939,,,,,,1,,,,,,,,,,,(1939 Register: RG101/0631G/008/8),OA 27/03/20,1,,,,,,,,,,,,,,,,,,,,,,
l0222,,"21 Northview, Tufnell Park Road",London,N7,51.557746,-0.120925,Site of the home of Nigerian pianist Fela Sowande who appeared regularly on the west end stage and in various BBC recordings during the war.,,1939 Register,,,,,,,,,,,,,1939,,,,,,1,,,,,,,,,,,(1939 Register: RG101/0260D/006/31 ),OA 27/03/20,1,,,,,,,,,,,,,,,,,,,,,,
l0223,128 Torriano Avenue,,London,NW5 2RY,51.551977,-0.132326,Site of the home of Jamaican musician Leslie 'Jiver' Hutchinson,,1939 Register,,,,,,,,,,,,,1939,,,,,,1,,,,,,,,,,,(1939 Register: RG101/0495J/011/44),OA 27/03/20,1,,,,,,,,,,,,,,,,,,,,,,
l0224,23 Gloucester Avenue,,London,NW1 7AU,51.537493,-0.148165,"Site of the home of Guyanan jazz band leader and dancer Ken 'Snakehips' Johnson, killed when a bomb hit the Cafe de Paris while he was playing in March 1941.",,1939 Register,,,,,,,,,,,,,1939,,,,,,1,,,,,,,,,,,(1939 Register: RG101/0478E/003/26),OA 30/03/20,1,,,,,,,,,,,,,,,,,,,,,,
l0225,32 Kildare Terrace,,London,W2,51.516791,-0.193238,Site of the home of Jamaican musician Leslie 'Jiver' Hutchinson,,1939 Register,,,,,,,,,,,,,1939,,,,,,1,,,,,,,,,,,(1939 Register: RG101/0434B/011/34),OA 30/03/20,1,,,,,,,,,,,,,,,,,,,,,,
l0226,196 Westbourne Park Road,,London,W11 1DA,51.517904,-0.201709,"Site of the home of black British guitarrist Joe Deniz. Deniz was originally from Cardiff and, along with brother Frank, featured in several jazz bands in the West End in the late 1930s and 40s.",,1939 Register,,,,,,,,,,,,,1939,,,,,,1,,,,,,,,,,,(1939 Register: RG101/0324J/009/9),OA 30/03/20,1,,,,,,,,,,,,,,,,,,,,,,
l0227,249 Camden Road,,London,N7 0HL,51.55009,-0.127985,Site of the home of virtuoso Jamaican pianist Yorke de Souza,,1939 Register,,,,,,,,,,,,,1939,,,,,,1,,,,,,,,,,,(1939 Register: RG101/0261C/015/2),OA 30/03/20,1,,,,,,,,,,,,,,,,,,,,,,
l0228,,43 St George's Road,London,SW1V 4DG,51.490555,-0.143677,Site of the home of Trinidadian musician Wally Bowen,,1939 Register,,,,,,,,,,,,,1939,,,,,,1,,,,,,,,,,,(1939 Register: RG101/0630A/005/36),OA 30/03/20,1,,,,,,,,,,,,,,,,,,,,,,
l0229,,Chansitory House ,London,WC2A 1EN,51.516261,-0.111836,"Site of Chansitory House, a place where the West African Review was written, published and sold. The magazine was popular among west Africans in London.",,Magazine,,,,,,,,,,,,November.36,1936,1936,,1,,,,,,,,,,,,,,(CO 847/7/2),WW 30/03/20,,,,,,,,,,,,,,,,,,,,,,,
l0230,Claridge's,,London,W1K 4HR,51.5125,-0.1476,"Site of Claridge's, an exclusive hotel which Colonial Office papers recorded catered to affluent black clients during the war.",,Governmental,,,,,,,,,,,,,1941,,,,,,,,1,,,,,,,,,(CO 859/80/7),WW 30/03/20,,,,,,,,,,,,,,,,,,,,,,,1
l0231,The Berkeley Hotel,,London,SW1X 7RL,51.502,-0.1561,"Site of the Berkeley, an exclusive hotel which Colonial Office papers recorded catered to affluent black clients",,Governmental,,,,,,,,,,,,,1941,,,,,,,,1,,,,,,,,,(CO 859/80/7),WW 30/03/20,,,,,,,,,,,,,,,,,,,,,,,1
l0232,,Ministry of Labour,London,SW1W 8PZ,51.490111,-0.150332,"Site of the Ministry of Labour during the Second World War, where a group of African workers visited in 1942 to discuss the colour bar (which official governmental policy did not condone but which operated in many areas of life in practice) with a ministry representative.",,Governmental,,,,,,,,,,,10/09/1942,September.42,1942,1942,,,,,,,,1,,,,,,,,(CO 876/44),WW 30/03/20,,,,1,,1,,,,,,,,,,,1,,,,,,
l0233,,71 St George's Road,London,SW1V 4DB,51.489347,-0.140934,Site of the home of Jamaican saxophonist Joe Appleton,,1939 Register,,,,,,,,,,,,,1939,,,,,,1,,,,,,,,,,,(1939 Register: RG101/0627C/002/40),OA 31/03/20,1,,,,,,,,,,,,,,,,,,,,,,
l0234,,Normal Correspondence College,London,SE22 0AL,51.444375,-0.064326,"Site of Normal Correspondence College, which advertised regularly in WASU Journal.",,Black Publication,,,,1,,,,,,,,May.36,1936,1936,,1,,,,,,,,,,,,,,(CO 847/7/2),WW 31/03/20,,,,,,,,,,,,,1,,,,,,,,,,
l0235,,Gaiety Theatre,London,WC2B 4BG,51.513046,-0.117476,"Site of the Gaiety Theatre, where the 'Black Birds' revue appeared in 1936, featuring many black entertainers. The Theatre was heavily bombed during the war and closed in 1956.",https://scholarworks.gsu.edu/cgi/viewcontent.cgi?referer=https://www.google.com/&httpsredir=1&article=1001&context=popular_music,Black Publication,,,,,,,,,,,,,1936,1936,,1,,,,,,,,,,,,,,"(CO 847/7/2), (Ward 2010: 5)",WW 31/03/20,,,,,,1,,1,,,,,,,,,,,,,,,
l0236,116 Turners Road,,London,E3 4JX,51.5197,-0.0277,"Site of the home of Christopher Braithwaite, founder of the Coloured Seamen's Association and activist involved in the International Africa Service Bureau (IASB), and his family, in an impoverished area of East London. Braithwaite would look after his mostly white neighbourhood by cooking meals of fish and rice for residents.",,1939 Register,,,,,,,,,1,,,,1939,,,,,,1,,,,,,,,,,,(1939 Register: RG101/0545E/009/19),OA 31/03/20,1,,,,,,,,,,,,,,,,,,,,,,
l0237,23 Roland Way,,London,SW7 3RF,51.489644,-0.180778,"Site of the home of Evelyn Dove, black Londoner, singer and actress.",https://www.npg.org.uk/devotional/evelyn_dove.html,1939 Register,,,,,,,,,,,,,1939,,,,,,1,,,,,,,,,,,(1939 Register: RG101/0309F/006/16),OA 31/03/20,1,,,,,,,,,,,,,,,,,,,,,,
l0238,,68 Cambridge Mansions,London,SW11 3AB,51.4735,-0.1655,"Site of the home of Frank Dove, a black Londoner who fought in the First World War before becoming a barrister",,1939 Register,,,,,,,,,,,,,1939,,,,,,1,,,,,,,,,,,(1939 Register:  RG101/0014C/009/8),OA 31/03/20,1,,,,,,,,,,,,,,,,,,,,,,
l0239,St Martin-in-the-Fields,,London,WC2N 4JL,51.508889,-0.126944,"Site of St. Martin-in-the-Fields, an Anglican church at the corner of Trafalgar Square where the West African Students Union (WASU) held a Thanksgiving service for its eleventh anniversary in 1936. The service involved readings, signing and pageantry.",,Governmental,,,,1,,,,,,,,August.36,1936,1936,,1,,,,,,,,,,,,,,(CO 847/7/2),WW 31/03/20,,,1,,,,,,,,,1,,,,,,,,,,,
l0240,22 Fairbairn Road,,London,SW9 7RE,51.4737,-0.1082,"Site of the home of Freddy Grant, a Guyanan jazz performer and calypso singer who served in the RAF in wartime.",,1939 Register,,,,,,,,,,,,,1939,,,,,,1,,,,,,,,,,,(1939 Register: RG101/0348I/004/9),OA 31/03/20,1,,,,,,,,,,,,,,,,,,,,,,
l0241,61 Glenmore Road,,London,NW3 4BY,51.548328,-0.166725,Site of the boarding house where Barbadian Marxist scholar and poet Peter Blackman lived. ,,1939 Register,,,,,,,,,,,,,1939,,,,,,1,,,,,,,,,,,(1939 Register: RG101/0237B/008/21),OA 31/03/20,1,,,,,,,,,,,,,,,,,,,,,,
l0243,55 Howland Street,,London,W1T 4JG,51.5208,-0.1389,"Site of the home of famous racing tipster, Ras Prince Monolulu, born Peter Carl Mackay, at the time of the 1939 Register.",,1939 Register,,,,,,,,,,,,,1939,,,,,,1,,,,,,,,,,,(1939 Register: RG101/0478F/026/13),OA 31/03/20,1,,,,,,,,,,,,,,,,,,,,,,
l0244,89 Sudbourne Road,,London,SW2 5AF,51.458759,-0.120131,Site of the home of African American jazz trombonist Ellis Jackson and his family.,,1939 Register,,,,,,,,,,,,,1939,,,,,,1,,,,,,,,,,,(1939 Register: RG101/0357J/013/21),OA 31/03/20,1,,,,,,,,,,,,,,,,,,,,,,
l0245,25 Conway Street,,London,W1T 6BN,51.523331,-0.141379,Site of the home of Jamaican actor and singer Rudolph 'Rudy' Evans (Andre Dakar).,,1939 Register,,,,,,,,,,,,,1939,,,,,,1,,,,,,,,,,,(1939 Register: RG101/0478H/012/32),OA 31/03/20,1,,,,,,,,,,,,,,,,,,,,,,
l0246,30 Guilford Street,,London,WC1N 1EH,51.52331,-0.120063,"Site of the home of Adeleke Adedoyin, a disgruntled formed West African Students Union member who appealed to the Colonial Office for financial action to be taken against Ladipo Solanke. ",,Letter,,,,1,,,,,,,,,1936,1937,,1,1,,,,,,,,,,,,,(CO 554/09/4),WW 01/04/20,1,,,,,,,,,,,,,,,,,,,,,,
l0247,King's Cross Methodist Church,,London,WC1H 8BB,51.530028,-0.122323,"Site of King's Cross Methodist Church, an organisaton that loaned visiting student Adeleke Adedoyin 'some pounds' to make ends meet in 1937.",,Letter,,,,,,,,,,,,,1937,1937,,,1,,,,,,,,,,,,,(CO 554/09/4),WW 01/04/20,,,1,,,,,,,,,1,,,,,,,,,,,
l0248,Manchester Square,,London,W1U 3PL,51.51679,-0.152615,Site of Manchester Square where mixed race Briton and dancer Laureen Goodare was a fire watcher during the war.,https://www.africansinyorkshireproject.com/laureen-sylvestre.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.africansinyorkshireproject.com/laureen-sylvestre.html,OA 01/04/20,,,,,,,,,,1,,,,,,,,,,,,,
l0249,5 Chancery Lane,,London,EC4A 1BL,51.514301,-0.111075,"Site of the West African Student Union's (WASU) auditors, Tansley Witt & Co. Chartered Accountants.",,Black Publication ,,,,1,,,,,,,,,1941,,,,,,,,1,,,,,,,,,(CO 859/43/7),WW 01/04/20,,,,,,,,,,,,,,,,,,,,,,,
l0250,27 John Street,,London,WC1N 2BX,51.522212,-0.115596,"Site of the West African Student Union's (WASU) solicitors, R. C. Bartlett & Co.",,Black Publication ,,,,1,,,,,,,,,1941,,,,,,,,1,,,,,,,,,(CO 859/43/7),WW 01/04/20,,,,,,,,,,,,,,,,,,,,,,,
l0251,448 The Strand,,London,WC2R 0QU,51.50881,-0.125486,"Site of the West African Student Union's (WASU) bankers, the Charing Cross Branch of Barclays.",,Black Publication ,,,,1,,,,,,,,,1941,,,,,,,,1,,,,,,,,,(CO 859/43/7),WW 01/04/20,,,,,,,,,,,,,,,,,,,,,,,
l0252,21 Pentonville Road,,London,EC1V 4EX,51.5316,-0.1074,Site of the home of Ghanaians Winifred Biney and her musician husband Joe Kwesi Biney.,,1939 Register,,,,,,,,,,,,,1939,,,,,,1,,,,,,,,,,,(1939 Register: RG101/0130D/007/35),OA 01/04/20,1,,,,,,,,,,,,,,,,,,,,,,
l0253,23 Regent Square,,London,WC1H 8HZ,51.5269,-0.1224,Site of the home of Nigerian writer and pan-African leader Nathaniel Fadipe.,,1939 Register,,,,,,,,,,,,,1939,,,,,,1,,,,,,,,,,,(1939 Register: RG101/0484F/003/35),OA 01/04/20,1,,,,,,,,,,,,,,,,,,,,,,
l0254,35 Primose Gardens,,London,NW3 4TN,51.54713,-0.163434,Site of the home of the St. Lucian economist and future noble prize winner W. Arthur Lewis.,https://www.econlib.org/library/Enc/bios/Lewis.html,1939 Register,,,,,,,,,,,,,1939,,,,,,1,,,,,,,,,,,(1939 Register: RG101/0238A/005/33),OA 01/04/20,1,,,,,,,,,,,,,,,,,,,,,,
l0255,19 Neville Street,,London,SW7 3AR,51.49025,-0.175846,"Site of the home and workplace of Ethiopian domestic servant Selassie Getahum-Wolde. The house was the home of Sidney Barton, the former British Minister to Ethiopia who helped facilitate the escape of Haile Selassie following the Italian invasion.",,1939 Register,,,,,,,,,,,,,1939,,,,,,1,,,,,,,,,,,(1939 Register: RG101/0309E/010/13),OA 01/04/20,1,,,,,1,,,,,,,,,,,,,,,,,
l0256,,Great Western Royal Hotel,London,W2 1EE,51.515762,-0.175782,Site of the residence of Emperor Haile Selassie and various other members of the imperial family at the time of the 1939 Register,,1939 Register,,,,,,,,,,,,,1939,,,,,,1,,,,,,,,,,,(1939 Register: RG101/0423K/004/8),OA 01/04/20,1,,,,,,,,,,,,,,,,,,,,,,
l0257,22 Oxford Court,,London,W3 0HH,51.5172,-0.2844,"Site of the home of Princess Tsehai, daughter of exiled Ethiopian Emperor Haile Selassie, who lived here while training to be a nurse.",,1939 Register,,,,,,,,,,,,,1939,,,,,,1,,,,,,,,,,,(1939 Register: RG101/0722J/005/34),OA 01/04/20,1,,,,,,,,,,,,,,,,,,,,,,
l0258,77 Linden Gardens,,London,W2 4HD,51.510267,-0.194631,Site of the home of Trinidadian musician Edmundo Ross.,,1939 Register,,,,,,,,,,,,,1939,,,,,,1,,,,,,,,,,,(1939 Register: RG101/0328A/015/6),OA 01/04/20,1,,,,,,,,,,,,,,,,,,,,,,
l0259,,"33 Northview, Tufnell Park Road",London,N7 6HJ,51.557899,-0.120485,"Site of the home of black British musician Clara Deniz and her husband black British musician Frank Deniz, both of whom moved to the city from Cardiff in the 1930s.",,1939 Register,,,,,,,,,,,,,1939,,,,,,1,,,,,,,,,,,(1939 Register: RG101/0260D/007/11),OA 01/04/20,1,,,,,,,,,,,,,,,,,,,,,,
l0260,Wembley Stadium,,London,HA9 0WS,51.555833, -0.279722,"Site of Wembley Stadium, where American boxer John Henry Lewis fought in front of a capacity crowd in November 1936.",,Newspaper,,,,,,,,,,,,Novemeber 1936,1936,1936,,1,,,,,,,,,,,,,,(Boston Globe: November 8 1936),WW 01/04/20,,,,,,1,,,,,,,,,,,,,,,,,
l0261,,National Sporting Club,London,WC2E 8JY,51.51213,-0.123928,"Site of the National Sporting Club, the leading Boxing institution in England, which made African American boxer Henry Armstrong an honourary member in May 1939.",,Newspaper,,,,,,,,,,,,May.39,1939,1939,,,,,1,,,,,,,,,,,(NYT: May 27 1939),WW 01/04/20,,,,,,1,,,,,,,,,,,,,,,,,
l0262,,Haringey Arena,London,N4 1ED,51.576257,-0.097697,"Site of the Haringey Arena, where African American boxer Lloyd Marshall, from Cleveland, Ohio, knocked out British light heavyweight champion Freddy Mills in 1947.",,Newspaper,,,,,,,,,,,03/06/1947,June.47,1947,1947,,,,,,,,,,,,,1,,,(NYT: June 4 1947),WW 02/04/20,,,,,,1,,,,,,,,,,,,,,,,,
l0263,,Café Royal,London,W1B 4DY,51.51,-0.135833,"Site of the Café Royal, where Guyanese Rudolph Dunbar visited and was wished luck by fellow conductor Basil Cameron before Dunbar's appearance at the London Philharmonic.",,Newspaper,,,,,,,,,,,,,1942,1942,,,,,,,,1,,,,,,,,(Cleveland Call and Post: 22 August 1942),WW 02/04/20,,,1,,,,,,,,,,,,,,,,,,,,
l0265,,Duchess Club,London,W1W 6AN,51.519571,-0.14333,"Site of the Duchess Club, a popular club run by African-Americans for black GIs and WAACs. The NAACP's Crisis Magazine regarded it as an example of Jim Crow segregation exported to London.",https://dcrn.northeastern.edu/african-american-red-cross-social-clubs/,Newspaper,,,,,,,,,,,,,1943,1945,,,,,,,,,1,1,1,,,,,(Chicago Defender: January 30 1943) (Ayers 2020),WW 02/04/20,,,1,,,1,,,,,,,,,,1,,,,,,,1
l0266,Archer Street,,London,W1D 7BB,51.511616,-0.133885,"Site of Archer Street, described by Jamaican jazz musician Coleridge Goode as 'the traditional place where the musicians met during the day, crowding the pavement, exchanging gossip and fixing up gigs'.",,Memoire,,,,,,,,,,,,,1942,1942,,,,,,,,1,,,,,,,,(Goode 2002),WW 14/04/20,,,1,,,,,,,,,,,,,,,,,,,,
