id,location_id,person_id,name,st_first,ad_hist,ad_city,post_code,coords_lat,coords_long,description,adult_child,assoc_gender,communist_party_member,communist_party_orbit,assoc_country,cntry_jamaica,cntry_grenada,cntry_usa,cntry_canada,cntry_trinidad,cntry_ghana,cntry_kenya,cntry_ethiopia,cntry_sierra_l,cntry_uk,cntry_guyana,cntry_virgin,cntry_barbados,cntry_dominica,cntry_nigeria,cntry_botswn,cntry_uganda,cntry_sa,cntry_stluc,cntry_sudan,cntry_somalia,cntry_mali,cntry_mauritius,cntry_panama,cntry_stvincent,cntry_belize,cntry_liberia,cntry_gambia,second_gen,third_gen,carib_born,namerica_born,africa_born,day_month_yr,month_yr,year_first,year_last,link,prim_source,citation,entrant
i0680,l0100,p0059,Una Marson,,Congregational Memorial Hall,London, EC4M 7RD,51.515,-0.1042,"Una Marson was a Jamaican journalist and media producer who spoke at a special meeting here in 1938 regarding the ""West Indian situation"". Sharing a platform with the former Governor of Jamaica, Lord Oliver, Marson defended the Jamaican workers, and attributed the recent unrest to extreme poverty on the island.",adult,female,,,Jamaica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,December 1938,1938,1938,,Newspaper,(Chicago Defender: October 8 1938),WW 14/04/20
i0681,l0269,p0059,Una Marson,Liverpool Street Station,,London,EC2M 7PY,51.518737,-0.08144,"Una Marson was a Jamaican journalist and media producer who, ""nervy, shiverous and uncertain"" said goodbye here to Amy Bailey ahead of the later's return to Jamaica. ",adult,female,,,Jamaica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,December 1938,1938,1938,,,(Jarret-Macauley 1998: 148),WW 14/04/20
i0682,l0269,p0355,Amy Bailey,Liverpool Street Station,,London,EC2M 7PY,51.518737,-0.08144,"Amy Bailey was a Jamaican educator, social worker and women's rights advocate who departed London from here in December 1938, being seen off by Una Marson.",adult,female,,,Jamaica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,December 1938,1938,1938,,,(Jarret-Macauley 1998: 148),WW 14/04/20
i0683,l0271,p0356,Marie Douglas,"25 Burton Road, Brixton",,London,SW9 6LH,51.471302,-0.111916,Marie Douglas was an actor from St Louis who wrote to the Chicago Defender whilst living with her young sister in Brixton.,adult,female,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,January 1935,1935,1935,,Newspaper,(Chicago Defender: January 12 1935),WW 14/04/20
i0684,l0271,p0357,Cecilia Douglas,"25 Burton Road, Brixton",,London,SW9 6LH,51.471302,-0.111916,"Cecilia Douglas was the sister of actor Marie Douglas, living together with her in Brixton.",child,female,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,January 1935,1935,1935,,Newspaper,(Chicago Defender: January 12 1935),WW 14/04/20
i0685,l0121,p0358,David H. Orro,Waterloo Station,,London,SE1 8SW,51.503179,-0.112316,"David H. Orro was an American reporter for the Chicago Defender who thought his tube carriage had been hit by a German bomb when it stopped at Waterloo Station. In reality, it had been hit by the next train following behind. Thankfully no one was injured. ",adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1943,1943,,Newspaper,(Chicago Defender 1943),WW 15/04/20
i0686,l0272,p0358,David H. Orro,Billingsgate Fish Market,,London,E14 5ST,51.50895426,-0.08400988476,David H. Orro was an American reporter for the Chicago Defender who visited the fish market here and observed with horror how the only cuts on offer were all offal. ,adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1943,1943,,Newspaper,(Chicago Defender 1943),WW 15/04/20
i0687,,p0359,February Jarrett,The Courthouse Hotel London,,London,W1F 7HL,51.514366,-0.139506,"February Jarrett was a man bearing a striking resemblence to Ethiopian Emperor Haile Selassie who was arrested for loudly blowing a tin whistle near Piccadilly Square and tried here. Unable to pay his fine, February spent March 1943 in jail. ",adult,male,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1943,1943,,Newspaper,(Chicago Defender 1943),WW 15/04/20
i0688,l0275,p0358,David H. Orro,,Frisco's Club,London,W1S ,51.5095,-0.138376,David H. Orro was an American reporter for the Chicago Defender who visited Frisco's one Sunday in 1943 and talked to singer Fay Barton about her unusually long cigarette. ,adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1943,1943,,Newspaper,(Chicago Defender 1943),WW 15/04/20
i0689,l0275,p0360,Fay Barton,,Frisco's Club,London,W1S ,51.5095,-0.138376,"Fay Barton was a Harlem singer who smoked an eight-inch long ""Russian"" cigarette at Frisco's club one Sunday in 1943.",adult,female,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1943,1943,,Newspaper,(Chicago Defender 1943),WW 15/04/20
i0690,l0274,p0361,Frisco (Bingham),,Frisco's Club,London,W1D,51.514408,-0.132165,"Frisco, whose official name was Bingham, was the American proprietor of Frisco's Club, which stood here until it was bombed and forced to relocate during the Second World War. ",adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1930,,,,(Breese 2001),WW 15/04/20
i0691,l0275,p0361,Frisco (Bingham),,Frisco's Club,London,W1S ,51.5095,-0.138376,"Frisco, whose official name was Bingham, was the American proprietor of Frisco's Club, which was relocated here following being bombed in the early 1940s. The club would move again in 1949.",adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1949,,,(Breese 2001),WW 15/04/20
i0692,l0265,p0362,Ahnastasia Scott,,Duchess Street Club,London,W1W 6AN,51.519571,-0.14333,"Ahnastasia Scott was a American woman from Chicago who worked in the Liverpool branch of the Red Cross. She visited the Duchess during a trip to London, where she met David H. Orro, and asked him to call out her ex-husband in the Chicago Defender.",adult,female,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1943,1943,,Newspaper,(Chicago Defender: February 20 1943),WW 17/04/20
i0693,l0265,p0363,Leroy Credelle,,Duchess Street Club,London,W1W 6AN,51.519571,-0.14333,"Leroy Credelle was an Chicagoan who passed in and out of London, occasionally stopping at the Duchess club. David H. Orro described him as ""rather peaked about th' puss.""",adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1943,1943,,Newspaper,(Chicago Defender: February 20 1943),WW 17/04/20
i0694,l0277,p0358,David H. Orro,305 Southampton Row,,London,WC1B 5AR,51.521461,-0.124171,"David H. Orro was an American reporter for the Chicago Defender who spotted another ""son of the shade"" whilst standing at the corner of Russel Square and Southampton row. He followed the man- Philip A. Behagen- and caught up to him at the next corner. ",adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1943,1943,,Newspaper,(Chicago Defender: August 28 1943),WW 17/04/20
i0695,l0279,p0358,David H. Orro,Leicester Square Tube Station,,London,WC2H 0AP,51.511365,-0.128471,"David H. Orro was an American reporter for the Chicago Defender who spoke to ""Long"" Harry Parker, programme director at the Duchess Street Club, whilst the later was spending some time in the company of a blonde white woman.",adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1943,1943,,Newspaper,(Chicago Defender: August 28 1943),WW 17/04/20
i0696,l0085,p0366,Olive Blackwell,Leicester Square Theatre,,London,WC2H 7BX,51.511365,-0.130152,"Olive Blackwell was a Chicagoan woman stationed with the American Red Cross in Northampton. She spoke to black journalist David H. Orro whilst waiting in a queue here waiting to see the film ""Casablanca"".",adult,female,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1943,1943,,Newspaper,(Chicago Defender: March 20 1943),WW 17/04/20
i0697,l0277,p0364,Philip A. Behagen,305 Southampton Row,,London,WC1B 5AR,51.521461,-0.124171,"Philip A. Behagen was the Harlem-born Chief Steward of a merchant ship during the Second World War. In 1943 his ship docked in Northern England and he ""immediately"" travelled down to London via train. He was anxious to soak up the London atmosphere and meet local women. ",adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1943,1943,,Newspaper,(Chicago Defender: August 28 1943),WW 17/04/20
i0698,l0265,p0358,David H. Orro,,Duchess Street Club,London,W1W 6AN,51.519571,-0.14333,"David H. Orro was an American reporter for the Chicago Defender who was a very frequent visitor to the Duchess Street Social Club, despite not being a GI himself (he was also frequently removed from the premises).",adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1943,1943,,Newspaper,(Chicago Defender: March 20 1943),WW 17/04/20
i0699,l0278,p0365,Julius Mason,6 Oxford Street,,London,W1D 1AN,51.516501,-0.130709,"Julius Mason was a Chicagoan quartermaster in the U.S. army who sat here drunk for ten minutes, dreaming of home. Eventually he was arrested by the police. ",adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1943,1943,,Newspaper,(Chicago Defender: August 28 1943),WW 17/04/20
i0700,l0265,p0367,A. J. King,,Duchess Street Club,London,W1W 6AN,51.519571,-0.14333,A.J. King was a Chicagoan native serving with the Canadaian armed forces who reminisced with David H. Orro about Chicago whilst the two hung out together at the Duchess Street Club. ,adult,male,,,Canada,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1943,1943,,Newspaper,(Chicago Defender: March 20 1943),WW 17/04/20
i0701,l0279,p0333,"""Long"" Harry K. Parker",Leicester Square Tube Station,,London,WC2H 0AP,51.511365,-0.128471,"Harry Parker, nicknamed ""Long Harry"", was a former Livingston College American football coach who was programme director at the Duchess Club in Mayfair, and spoke to journalist David H. Orro here whilst in the company of a 'beautiful blonde woman'.",adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1943,1943,,Newspaper,(Chicago Defender: August 28 1943),WW 17/04/20
i0702,l0280,p0358,David H. Orro,Regent Street Cinema,,London,W1B 2HW,51.516841,-0.142824,David H. Orro was an American reporter for the Chicago Defender who watched a film here and spoke to Corporal O. V. Woods about his aunt in Chicago.,adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1943,1943,,Newspaper,(Chicago Defender: March 20 1943),WW 17/04/20
i0703,l0280,p0368,O. V. Woods,Regent Street Cinema,,London,W1B 2HW,51.516841,-0.142824,O. V. Woods was an American corporal who spoke to black journalist David H. Orro about his aunt in Chicago whilst watching a film here.,adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1943,1943,,Newspaper,(Chicago Defender: March 20 1943),WW 17/04/20
i0704,l0281,p0369,"William ""Woogie"" Harris",,The Empire Pool,London,HA9 0AA,51.558083,-0.282972,"William ""Woogie"" Harris was a piano player and singer who was present at the Lewis-Harvey fight here in 1936. ",adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,20/11/1936,November 1936,1936,1936,,Newspaper,(Chicago Defender: November 28 1936),WW 21/04/20
i0705,l0281,p0370,Helen Greenlee,,The Empire Pool,London,HA9 0AA,51.558083,-0.282972,"Helen Greenlee was the wife of Gus Greenlee, who was present at the Lewis-Harvey fight here in 1936.",adult,female,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,20/11/1936,November 1936,1936,1936,,Newspaper,(Chicago Defender: November 28 1936),WW 21/04/20
i0706,l0281,p0371,Gus Greenlee,,The Empire Pool,London,HA9 0AA,51.558083,-0.282972,Gus Greenlee was the manager of boxer John Henry Lewis who was present at the Lewis-Harvey fight here in 1936.,adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,20/11/1936,November 1936,1936,1936,,Newspaper,(Chicago Defender: November 28 1936),WW 21/04/20
i0707,l0281,p0002,Paul Robeson,,The Empire Pool,London,HA9 0AA,51.558083,-0.282972,Paul Robeson was an American singer actor and socialist who was present at the Lewis-Harvey fight here in 1936.,adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,20/11/1936,November 1936,1936,1936,,Newspaper,(Chicago Defender: November 28 1936),WW 21/04/20
i0708,l0202,p0372,Camille King Jones,,Liberty Club,London,WC1H 0HX,51.526663,-0.12966,"Camille King Jones was a Chicagoan worker at the American Red Cross Liberty Club who was known as ""London's Sweetheart"" by black GIs.",adult,female,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1943,1944,,Newspaper,(Chicago Defender: March 25 1944),WW 21/04/20
i0709,l0282,p0046,Emperor Haile Selassie,6 Princes Gate,,London,,51.501703,-0.1694,Emperor Haile Selassie was the exiled Emperor of Ethiopia who stayed at this grand residence opposite Hyde Park after arriving in London in June 1936,adult,male,,,Ethiopia,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,June 1936,1936,,,,(Pankhurst 2002: 7-8),OA 23/04/20
i0710,l0282,p0321,Crown Prince Asfaw Wassen,6 Princes Gate,,London,,51.501703,-0.1694,Crown Prince Asfaw Wassen was the son of exiled Emperor of Ethiopia Haile Selassie who stayed at this grand residence opposite Hyde Park after arriving in London in June 1936,adult,male,,,Ethiopia,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,June 1936,1936,,,,(Pankhurst 2002: 7-8),OA 23/04/20
i0711,l0282,p0130,Princess Tsehai,6 Princes Gate,,London,,51.501703,-0.1694,Princess Tsehai was the daughter of exiled Emperor of Ethiopia Haile Selassie who stayed at this grand residence opposite Hyde Park after arriving in London in June 1936,child,female,,,Ethiopia,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,June 1936,1936,,,,(Pankhurst 2002: 7-8),OA 23/04/20
i0712,l0118,p0046,Emperor Haile Selassie,,Ethiopian Legation,London,,51.501718,-0.169123,"Emperor Haile Selassie was the exiled Emperor of Ethiopia who visited this building, the Ethiopian Legation, upon his arrival in London in June 1936. ",adult,male,,,Ethiopia,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,June 1936,1936,,,,(Pankhurst 2002: 7-8),OA 23/04/20
i0713,l0283,p0059,Una Marson,,Queen's Hall,London,W1W 7FA,51.518056,-0.1425,"Una Marson was a Jamaican journalist and media producer who appeared here for a ceremony where Princes Tsahai was honoured in front of 2,500 spectators in an appearance sponsored by the Women's was Peace Crusade. Appearing as part of her role as the secretary of the Ethiopian Legation, Marson mistaken for the Princess and given a thunderous applause when she emerged. ",adult,female,,,Jamaica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,July 1936,1936,1936,,Newspaper,(Atlanta Daily World: 7 July 1936),WW 25/04/20
i0714,l0283,p0130,Princess Tsehai,,Queen's Hall,London,W1W 7FA,51.518056,-0.1425,"Princess Tsehai was the daughter of exiled Emperor of Ethiopia Haile Selassie who was feted in front of 2,500 here in 1936 as part of a ceremony organized by the Women's Peace Crusade.",child,female,,,Ethiopia,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,July 1936,1936,1936,,Newspaper,(Atlanta Daily World: 7 July 1936),WW 25/04/20
i0715,l0202,p0059,Una Marson,,Liberty Club,London,WC1H 0HX,51.526663,-0.12966,"Una Marson was a Jamaican journalist and media producer who appeared here to report for a New York newspaper. Marson described the servicemen in the club as quiet and subdued. ""I know what they were thinking,"" she wrote, ""they were back home with you.""",adult,female,,,Jamaica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,December 1944,1944,1944,,Newspaper,(New York Amsterdam News: 30 December 1944),WW 25/04/20
i0716,l0030,p0373,P. Thorpee,,Colonial Centre,London,WC1H 0DB,51.522461,-0.12724,"P. Thorpee was the chief fire officer of Sierra Leone, who was pictured listening to some records on the radiogram in the lounge of the Colonial Club, Russell Square. ",adult,male,,,Sierra Leone,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1944,1944,https://www.iwm.org.uk/collections/item/object/205195882,Photograph,Photograph (D 20000) from the collections of the Imperial War Museum,WW 28/04/20
i0717,l0030,p0374,Mr N'jie,,Colonial Centre,London,WC1H 0DB,51.522461,-0.12724,Mr N'jie was a Gambian law student pictured unpacking his bags in his Colonial Centre dormitory.,adult,male,,,Gambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,1944,1944,https://www.iwm.org.uk/collections/item/object/205200831,Photograph,Photograph (D 20012) from the collections of the Imperial War Museum,WW 28/04/20
i0718,l0030,p0375,Alfred Stanismore,,Colonial Centre,London,WC1H 0DB,51.522461,-0.12724,Alfred Stanismore was the Belizean reception clerk at the Colonial Centre. ,adult,male,,,Belieze ,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1944,1944,https://www.iwm.org.uk/collections/item/object/205200826,Photograph,Photograph (D 20006) from the collections of the Imperial War Museum,WW 28/04/20
i0719,l0030,p0376,Mr Colley,,Colonial Centre,London,WC1H 0DB,51.522461,-0.12724,Mr Colley was a journalism student from Gambia pictured outside the Colonial Centre.,adult,male,,,Gambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,1944,1944,https://www.iwm.org.uk/collections/item/object/205200826,Photograph,Photograph (D 20006) from the collections of the Imperial War Museum,WW 28/04/20
i0720,l0030,p0377,Mr Magzaka,,Colonial Centre,London,WC1H 0DB,51.522461,-0.12724,Mr Magzaka was a medical student from South Africa pictured outside the Colonial Centre.,adult,male,,,South Africa,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,1944,1944,https://www.iwm.org.uk/collections/item/object/205200826,Photograph,Photograph (D 20006) from the collections of the Imperial War Museum,WW 28/04/20
i0721,l0030,p0378,Rosamund Harding,,Colonial Centre,London,WC1H 0DB,51.522461,-0.12724,Rosamund Harding was a student teacher from Sierra Leone who was pictured playing pool at the Colonial Centre.,adult,female,,,Sierra Leone,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1944,1944,https://www.iwm.org.uk/collections/item/object/205200829,Photograph,Photograph (D 20010) from the collections of the Imperial War Museum,WW 28/04/20
i0722,l0030,p0379,D A Thomas,,Colonial Centre,London,WC1H 0DB,51.522461,-0.12724,D A Thomas was a law student from Sierra Leone who was pictured playing pool at the Colonial Centre.,adult,male,,,Sierra Leone,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1944,1944,https://www.iwm.org.uk/collections/item/object/205200829,Photograph,Photograph (D 20010) from the collections of the Imperial War Museum,WW 28/04/20
i0723,l0030,p0380,C O E Cole,,Colonial Centre,London,WC1H 0DB,51.522461,-0.12724,C O E Cole was a law student from Sierra Leone who was pictured playing pool at the Colonial Centre.,adult,male,,,Sierra Leone,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1944,1944,https://www.iwm.org.uk/collections/item/object/205200829,Photograph,Photograph (D 20010) from the collections of the Imperial War Museum,WW 28/04/20
i0724,l0030,p0381,J J Blair,,Colonial Centre,London,WC1H 0DB,51.522461,-0.12724,J. J. Blair was a Pilot Officer from Jamaica pictured signing in to the Colonial Centre at 17 Russell Square for the night.,adult,male,,,Jamaica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1944,1944,https://www.iwm.org.uk/collections/item/object/205200825,Photograph,Photograph (D 20004) from the collections of the Imperial War Museum,WW 28/04/20
i0725,l0030,p0382,Stanley Carter,,Colonial Centre,London,WC1H 0DB,51.522461,-0.12724,Stanley Carter was a man pictured playing on the piano in the Colonial Centre as part of an event organized there by the LCP.,adult,male,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1944,1944,https://www.iwm.org.uk/collections/item/object/205200832,Photograph,Photograph (D 20019) from the collections of the Imperial War Museum,WW 28/04/20
i0726,l0030,p0383,Frank Baldwin,,Colonial Centre,London,WC1H 0DB,51.522461,-0.12724,Frank Baldwin was a cook from Belize pictured carving a roast in the Colonial Centre's kitchens.,adult,male,,,Belieze ,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1944,1944,https://www.iwm.org.uk/collections/item/object/205200827,Photograph,Photograph (D 20008) from the collections of the Imperial War Museum,WW 28/04/20
i0727,l0284,p0384,George Megan,,Save the Children Club,London,NW1 1BP,51.530474,-0.133994,"George Megan was a child depicted receiving charitable support in a series of photos taken by Ministry of Information photographers. His father and uncle were in the Army,",child,male,,,UK,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1944,1944,https://www.iwm.org.uk/collections/item/object/205200783,Photograph,Photograph (D 19251) from the collections of the Imperial War Museum.,WW 28/04/20
i0728,l0285,p0384,George Megan,10 St Augustine's House,,London,NW1 1TA,51.530568,-0.13341,"George Megan was a child depicted receiving charitable support in a series of photos taken by Ministry of Information photographers. His father and uncle were in the Army,",child,male,,,UK,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1944,1944,https://www.iwm.org.uk/collections/item/object/205200783,Photograph,Photograph (D 19251) from the collections of the Imperial War Museum.,WW 28/04/20
i0729,l0286,p0140,Robert Broadhurst,7 Pakenham Street,,London,,51.526132,-0.114475,"Robert Broadhurst was a Liberian pan-African activist involved in the International African Service Bureau (IASB) in the late 1930s who lived here at the time of the 1939 Register, which recorded his occupation as Acting Vice Consul for the Republic of Liberia",adult,male,,,Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1939,1939,,1939 Register,(1939 Register: RG101/0485J/005/12),OA 30/04/20
i0730,l0029,p0146,Ivor Cummings,,Aggrey House ,London,WC1N 2LX,51.52365,-0.11633,Ivor Cummings was the British son of a Sierra Leonese physician who was the warden of Aggrey House and lived there at the time of the 1939 Register.,adult,male,,,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sierra Leone,,,,,,,1939,1939,,1939 Register,(1939 Register: RG101/0487C/011/38),OA 30/04/20
i0731,l0029,p0305,Oladipo O. Pearse,,Aggrey House ,London,WC1N 2LX,51.52365,-0.11633,Oladipo O. Pearse was a law student studying in London who was recorded staying at Aggrey House at the time of the 1939 Register.,adult,male,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1939,1939,,1939 Register,(1939 Register: RG101/0487C/011/38),OA 30/04/20
i0732,l0287,p0316,Babatunde O. Alakija,,,,,,,Babatunde O. Alakija was a Nigerian law student who lived here at the time of the 1939 Register and went on to train as a pilot during the war.,adult,male,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1939,1939,,1939 Register,(1939 Register: RG101/0306G/011/8),OA 30/04/20
i0733,l0288,p0226,E. Ita Ekpenyon,26 Clipstone Street,,London,,51.520997,-0.142085,E. Ita Ekpenyon was a Nigerian air-raid warden in wartime Westminster who resided at this location at the time of the 1939 Register. He served his community heroically during the worst of the Blitz.,adult,male,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1939,1939,,1939 Register,(1939 Register: RG101/0457C/006/23),OA 30/04/20
i0734,l0289,p0288,Oladigbolu Coker,241 Camden Road,,London,,51.549682,-0.128479,Oladigbolu Coker was a leader in the West African Students Union (WASU) who was recorded living here at the time of the 1939 Register.,adult,male,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1939,1939,,1939 Register,(1939 Register: RG101/0261C/014/18),OA 30/04/20
i0735,l0290,p0229,John M. Coco-Bassey,30 St Charles Square,,London,,51.521314,-0.213532,John M. Coco-Bassey was a Nigerian law student involved with the West African Students Union (WASU) who was recorded living here at the time of the 1939 Register.,adult,male,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1939,1939,,1939 Register,(1939 Register: RG101/0323A/016/23),OA 30/04/20
i0736,l0291,p0236,O. Egbuna,67 Southway,,London,,51.581915,-0.182528,O. Egbuna was a Nigerian law student involved with the West African Students Union (WASU) who was recorded living here at the time of the 1939 Register.,adult,male,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1939,1939,,1939 Register,(1939 Register: RG101/0769G/013/37),OA 30/04/20
i0737,l0292,p0241,James Quist-Therson,21 Primrose Gardens,,London,,51.546835,-0.163088,James Quist-Therson was a law student who lived here at the time of the 1939 Register. He later became a barrister and was active in the West Indian Students Union (WASU) and attended a visit by Clement Atlee to its hostel in Camden in 1942.,adult,male,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1939,1939,,1939 Register,(1939 Register: RG101/0238A/004/29),OA 30/04/20
i0738,l0293,p0244,Emmanuel Obetsebi-Lamptey,61 Effra Road,,London,,51.45756,-0.114525,"Emmanuel Obetsebi-Lamptey was a Ghanaian activist and one of the ""Bix Six"" who founded and led the United Gold Coast Convention (UGCC). He studied law at the Inner Temple.",adult,male,,,Ghana,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1939,1939,,1939 Register,(1939 Register: RG101/0362I/010/40),OA 31/04/20
i0739,l0293,p0385,Okai Robertson,61 Effra Road,,London,,51.45756,-0.114525,Okai Robertson was a Ghanaian law student who lived here at the time of the 1939 Register.,adult,male,,,Ghana,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1939,1939,,1939 Register,(1939 Register: RG101/0362I/010/40),OA 31/04/20
i0740,l0293,p0386,Koi Obuadabong Larbi,61 Effra Road,,London,,51.45756,-0.114525,Koi Obuadabong Larbi was a Ghanaian law student who became chairman of the Committee for the Defence of People of African Descent who lived here at the time of the 1939 Register.,adult,male,,,Ghana,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1939,1939,,1939 Register,(1939 Register: RG101/0362I/010/40),OA 31/04/20
i0741,l0294,p0267,A. Babington Olumuyiwa,34 Mornington Terrace,,London,,51.535343,-0.143471,A. Babington Olumuyiwa was a Nigerian student who lived here with his wife Betty at the time of the 1939 Register.,adult,male,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1939,1939,,1939 Register,(1939 Register: RG101/0474I/004/30),OA 31/04/20
i0742,l0295,p0387,Emanuel Afolabi Fowler,185 Randolph Avenue,,London,,51.530553,-0.187049,Emanuel Afolabi Fowler was a tailor's apprentice who lived here at the time of the 1939 Register.,adult ,male,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1939,1939,,1939 Register,(1939 Register: RG101/0418B/005/32),OA 31/04/20
i0743,l0296,p0307,Edenslight Ejesha Osora,38 Bernard Street,,London,,51.52324,-0.124603,Edenslight Ejesha Osora was a Nigerian reverend who lived here at the time of the 1939 Register.,adult,male,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1939,1939,,1939 Register,(1939 Register: RG101/0253A/013/17),OA 31/04/20
i0744,l0297,p0309,Vincent A. Savage,16 Regent's Park Road,,London,,51.538159,-0.150401,Vincent A. Savage was a law student who lived here at the time of the 1939 Register.,adult,male,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1939,1939,,1939 Register,(1939 Register: RG101/0478E/007/21),OA 31/04/20
i0745,l0298,p0317,James F. D. Godonu,13 Drummond Street,,London,,51.527555,-0.135577,"James F. D. Godonu was a Nigerian man who later joined the RAF who lived here at the time of the 1939 Register, which recorded his occupation at the outbreak of war as a 'stage and film artiste'.",adult,male,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1939,1939,,1939 Register,(1939 Register: RG101/0486J/008/17),OA 31/04/20
i0746,l0299,p0387,Dorothy Purser,Salvation Army Training College,,London,,51.467729,-0.088662,Dorothy Purser came from Jamaica to train here at Salvation Army's International Training College in 1941.,adult,female,,,Jamaica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1941,1941,,,(Purser Obituary: 2018),OA 7/5/20
